Date,Open,High,Low,Close,Adj Close,Volume
2022-08-10,37.009998,38.930000,36.959999,38.520000,38.520000,108400
2022-08-11,38.720001,39.130001,37.860001,38.040001,38.040001,85700
2022-08-12,38.400002,40.060001,38.310001,39.849998,39.849998,87000
2022-08-15,40.500000,41.509998,40.200001,41.029999,41.029999,175100
2022-08-16,40.580002,41.389999,40.410000,40.630001,40.630001,124700
2022-08-17,40.400002,40.910000,40.029999,40.630001,40.630001,127200
2022-08-18,40.369999,40.840000,40.049999,40.410000,40.410000,69600
2022-08-19,40.150002,40.680000,39.689999,40.180000,40.180000,118500
2022-08-22,39.639999,39.660000,37.930000,38.270000,38.270000,105000
2022-08-23,38.220001,39.150002,38.220001,38.770000,38.770000,71600
2022-08-24,38.509998,39.099998,38.130001,38.560001,38.560001,70100
2022-08-25,38.910000,38.910000,38.110001,38.380001,38.380001,47000
2022-08-26,38.029999,38.360001,37.430000,37.520000,37.520000,87900
2022-08-29,37.099998,37.299999,36.660000,37.009998,37.009998,64600
2022-08-30,37.130001,37.130001,36.380001,36.430000,36.430000,113600
2022-08-31,36.650002,36.869999,35.040001,35.410000,35.410000,204800
2022-09-01,35.200001,36.180000,35.070000,35.660000,35.660000,92500
2022-09-02,36.209999,36.320000,35.410000,35.680000,35.680000,70700
2022-09-06,35.950001,35.950001,34.840000,35.270000,35.270000,74500
2022-09-07,35.349998,35.669998,34.810001,35.610001,35.610001,63700
2022-09-08,35.400002,35.400002,34.639999,34.900002,34.900002,63500
2022-09-09,35.310001,35.630001,34.779999,35.450001,35.450001,54600
